COD_NODE1,COD_NODE2,COD_PATH,pDistance
GEN-G963,G963,1,0.0
G963,OWN-G963,1,0.0
OWN-G963,3295,1,212.4525
3295,3293,1,1.33500000000001
3293,A906,1,11.8425000000001
A906,A751,1,55.692
A751,A607,1,73.102
A607,A521,1,0.0779999999999745
A521,OWN-A521,1,0.0
OWN-A521,X031,1,55.878
X031,A501,1,2.8175
A501,3716,1,0.8714999999999692
3716,A670,1,8.221999999999982
A670,B915,1,30.3565
B915,1636,1,51.26
1636,A598,1,48.6585000000001
A598,1384,1,0.9199999999999592
1384,2336,1,68.0115
2336,4460,1,0.11700000000007499
4460,A718,1,0.0414999999999281
A718,1137,1,1.6880000000001
1137,X075,1,45.56399999999999
X075,A204,1,58.188
A204,7380,1,0.274000000000001
7380,A200,1,1.64099999999996
A200,1225,1,2.21600000000012
1225,OWN-X199,1,96.6154999999999
OWN-X199,X199,1,0.0
X199,X069,1,113.5605
X069,A628,1,34.9085
A628,A435,1,23.2205
A435,2561,1,1.38999999999999
2561,OWN-2561,1,0.0
OWN-2561,2561-1,1,0.0
2561-1,OWN-2561-1,1,0.0
OWN-2561-1,7073,1,0.0225000000000555
7073,A435-1,1,1.3504999999999399
A435-1,A628-1,1,23.1845
A628-1,X069-1,1,34.9195
X069-1,OWN-X199-1,1,113.5585
OWN-X199-1,X199-1,1,0.0
X199-1,1225-1,1,98.0995
1225-1,A200-1,1,0.649999999999977
A200-1,7380-1,1,1.71250000000003
7380-1,A204-1,1,0.39549999999997
A204-1,X075-1,1,58.106
X075-1,1137-1,1,45.553999999999995
1137-1,A718-1,1,1.70600000000002
A718-1,4460-1,1,0.0450000000000159
4460-1,2336-1,1,0.117000000000019
2336-1,1384-1,1,67.9519999999999
1384-1,A598-1,1,0.8930000000000291
A598-1,1636-1,1,48.766999999999996
1636-1,B915-1,1,51.26650000000011
B915-1,A670-1,1,30.3969999999999
A670-1,3716-1,1,8.2835
3716-1,A501-1,1,0.784000000000106
A501-1,X031-1,1,2.85699999999986
X031-1,A521-1,1,55.8149999999999
A521-1,OWN-A521-1,1,0.0
OWN-A521-1,A607-1,1,0.0780000000000882
A607-1,A751-1,1,73.003
A751-1,A906-1,1,56.066
A906-1,3295-1,1,10.9839999999999
3295-1,3293-1,1,2.11950000000002
3293-1,F174,1,71.66599999999991
F174,3052,1,1.39949999999999
3052,F731,1,53.908
F731,5909,1,43.3860000000001
5909,5908,1,2.2409999999999903
5908,F313,1,26.1609999999999
F313,7420,1,0.5975000000000821
7420,F160,1,4.303
F160,X122,1,2.56899999999996
X122,3240,1,0.151499999999942
3240,F240,1,0.0135000000000218
F240,F279,1,0.54200000000003
F279,3725,1,1.00549999999998
3725,7782,1,0.509000000000128
7782,F340,1,1.45249999999987
F340,3722,1,0.40049999999996505
3722,X096,1,2.19550000000004
X096,F278,1,0.393000000000029
F278,3662,1,0.48050000000000603
3662,F337,1,0.120000000000005
F337,H903,1,1.3534999999999398
H903,37,1,0.189500000000066
37,OWN-37,1,0.0
OWN-37,37-1,1,0.0
37-1,OWN-37-1,1,0.0
OWN-37-1,H903-1,1,0.22350000000004702
H903-1,F337-1,1,1.4325000000000199
F337-1,3662-1,1,0.12699999999997802
3662-1,F278-1,1,0.44549999999994705
F278-1,X096-1,1,0.406500000000034
X096-1,3722-1,1,2.08900000000003
3722-1,F340-1,1,0.26499999999991397
F340-1,7782-1,1,1.70850000000005
7782-1,3725-1,1,0.7570000000000121
3725-1,F279-1,1,0.380000000000056
F279-1,3240-1,1,0.963499999999913
3240-1,X122-1,1,0.0439999999999969
X122-1,F240-1,1,0.11649999999996699
F240-1,F160-1,1,2.6645000000000802
F160-1,7420-1,1,4.21200000000009
7420-1,F313-1,1,0.490499999999813
F313-1,5909-1,1,26.5890000000001
5909-1,5908-1,1,1.8335000000000399
5908-1,F731-1,1,43.3705
F731-1,F363,1,76.837
F363,3189,1,0.16799999999986404
3189,X123,1,3.9010000000000398
X123,G004,1,1.6775000000000102
G004,332,1,0.427999999999997
332,848,1,57.697500000000105
848,8516,1,0.0
8516,1236,1,5.05399999999989
1236,A512,1,168.2775
A512,2565,1,70.2185
2565,7693,1,0.0
7693,A730,1,59.6005000000001
A730,1368,1,0.792999999999893
1368,B573,1,4.18150000000014
B573,A176,1,99.4504999999999
A176,1159,1,0.676500000000033
1159,7076,1,0.0879999999999654
7076,X270,1,8.4375
X270,9552,1,23.058000000000003
9552,1289,1,0.6650000000000771
1289,B938,1,0.9554999999999151
B938,X137,1,47.70850000000011
X137,8590,1,17.8735
8590,OWN-8590,1,0.0
OWN-8590,7453,1,51.4635
7453,B777,1,0.0984999999999445
B777,B812,1,2.01850000000002
B812,7396,1,0.009999999999990909
7396,A301,1,0.245999999999981
A301,A307,1,140.77700000000002
A307,X287,1,0.48250000000007304
X287,A678,1,115.366
A678,1273,1,2.10400000000027
1273,8610,1,0.0
8610,B089,1,1.71349999999984
B089,B542,1,106.345
B542,1802,1,0.471999999999753
1802,B541,1,42.3510000000001
B541,8363,1,243.457
8363,K718,1,1.89750000000004
K718,J395,1,0.224500000000035
J395,1401,1,0.7470000000000709
1401,7787,1,63.8354999999999
7787,K938,1,1.2725000000000402
K938,X284,1,43.173
X284,J367,1,1.3934999999998998
J367,5597,1,0.09050000000002001
5597,1504,1,39.2860000000001
1504,4251,1,6.20900000000006
4251,J429,1,0.830999999999904
J429,1979,1,6.79550000000017
1979,J526,1,1.49249999999984
J526,699,1,22.171
699,OWN-699,1,0.0
OWN-699,F312,1,0.0
F312,OWN-F312,1,0.0
OWN-F312,X120,1,4.766
X120,G348,1,0.0160000000000053
G348,7731,1,0.514999999999996
7731,7895,1,0.6245000000000029
7895,X119,1,0.11449999999999301
X119,3243,1,2.8255
3243,F743,1,0.7699999999999921
F743,F277,1,0.222500000000013
F277,3911,1,0.0359999999999907
3911,F249,1,0.37600000000001704
F249,4744,1,3.5749999999999797
4744,F173,1,1.9685
F173,G854,1,0.958499999999994
G854,F293,1,0.616500000000002
F293,3718,1,5.819
3718,F128,1,1.0545
F128,3321,1,4.302500000000009
3321,4134,1,13.5815
4134,4117,1,4.46249999999998
4117,557,1,13.786
557,7471,1,1.24649999999999
7471,7470,1,0.36550000000000393
7470,G522,1,6.35449999999999
G522,3707,1,37.69
3707,G358,1,36.812
G358,186,1,1.61600000000001
186,F138,1,0.0384999999999991
F138,3913,1,3.4325
3913,X262,1,0.708999999999975
X262,7715,1,73.002
7715,OWN-7715,1,0.0
OWN-7715,7715-1,1,0.0
7715-1,OWN-7715-1,1,0.0
OWN-7715-1,442,1,17.789
442,F722,1,0.506999999999998
F722,7487,1,32.2359999999999
7487,7488,1,22.105999999999998
7488,F127,1,0.0400000000000063
F127,5598,1,42.5850000000001
5598,F246,1,76.92699999999999
F246,5478,1,1.01149999999998
5478,OWN-X176,1,200.5975
OWN-X176,X176,1,0.0
X176,X102,1,38.9355
X102,F346,1,34.8565
F346,X092,1,51.95399999999999
