COD_NODE1,COD_NODE2
1002,1002
1002,1002-1
1002,1002-2
1025,1025
1025,1025-1
1026,1026
1026,1026-1
1028,1028
1029,1029
1029,1029-1
1033,1033
1037,1037
108,108
1101,1101
1101,1101-1
1112,1112
1112,1112-1
1124,1124
1124,1124-1
1124,1124-2
1137,1137
1137,1137-1
1137,1137-2
1159,1159
1159,1159-1
1159,1159-2
1159,1159-3
1186,1186
1186,1186-1
1186,1186-2
1221,1221
1221,1221-1
1225,1225
1225,1225-1
1231,1231
1231,1231-1
1231,1231-2
1236,1236
1236,1236-1
1236,1236-2
1245,1245
125,125
125,125-1
127,127
127,127-1
1273,1273
1273,1273-1
1273,1273-2
1285,1285
1289,1289
1289,1289-1
1289,1289-2
1289,1289-3
1300,1300
1300,1300-1
1303,1303
1303,1303-1
1316,1316
1323,1323
1365,1365
1365,1365-1
1368,1368
1368,1368-1
1368,1368-2
1384,1384
1384,1384-1
1384,1384-2
1397,1397
1397,1397-1
1401,1401
1401,1401-1
1404,1404
1404,1404-1
141,141
141,141-1
1410,1410
1410,1410-1
1410,1410-2
1410,1410-3
1415,1415
1415,1415-1
1421,1421
1421,1421-1
1421,1421-2
1421,1421-3
1429,1429
1430,1430
1430,1430-1
1432,1432
1434,1434
1434,1434-1
1442,1442
1442,1442-1
1451,1451
1451,1451-1
1452,1452
1452,1452-1
1460,1460
1460,1460-1
1460,1460-2
1462,1462
1462,1462-1
1474,1474
1474,1474-1
1489,1489
1490,1490
1490,1490-1
1490,1490-2
1490,1490-3
1491,1491
1498,1498
15,15
1502,1502
1502,1502-1
1502,1502-2
1504,1504
1508,1508
1526,1526
1539,1539
1539,1539-1
1554,1554
1556,1556
1556,1556-1
1556,1556-2
1556,1556-3
1576,1576
1576,1576-1
1591,1591
1591,1591-1
1596,1596
1596,1596-1
1599,1599
1600,1600
1600,1600-1
1614,1614
1614,1614-1
1624,1624
1625,1625
1636,1636
1636,1636-1
1636,1636-2
1658,1658
1658,1658-1
1671,1671
1671,1671-1
1672,1672
1672,1672-1
1672,1672-2
1672,1672-3
1677,1677
1677,1677-1
1677,1677-2
1677,1677-3
1802,1802
1802,1802-1
1837,1837
1837,1837-1
1837,1837-2
186,186
19,19
19,19-1
1913,1913
1967,1967
1967,1967-1
1977,1977
1978,1978
1979,1979
20,20
2115,2115
2127,2127
2143,2143
2143,2143-1
2143,2143-2
2183,2183
2183,2183-1
2183,2183-2
2199,2199
2199,2199-1
22,22
2204,2204
2204,2204-1
2204,2204-2
2209,2209
2210,2210
2210,2210-1
2212,2212
2212,2212-1
2216,2216
2216,2216-1
2216,2216-2
2216,2216-3
2216,2216-4
2220,2220
2220,2220-1
2221,2221
2221,2221-1
2221,2221-2
2221,2221-3
2225,2225
2226,2226
2226,2226-1
2226,2226-2
2226,2226-3
2231,2231
2231,2231-1
2231,2231-2
2233,2233
2233,2233-1
2233,2233-2
2241,2241
2241,2241-1
2242,2242
2242,2242-1
2246,2246
2246,2246-1
2246,2246-2
2246,2246-3
2246,2246-4
2249,2249
2249,2249-1
2252,2252
2252,2252-1
2252,2252-2
2259,2259
2260,2260
2260,2260-1
2260,2260-2
2265,2265
2266,2266
2266,2266-1
2267,2267
2267,2267-1
2267,2267-2
2267,2267-3
2268,2268
2268,2268-1
2277,2277
2277,2277-1
2279,2279
2279,2279-1
2279,2279-2
2284,2284
2284,2284-1
2284,2284-2
2291,2291
2292,2292
2292,2292-1
2296,2296
2296,2296-1
2328,2328
2328,2328-1
2328,2328-2
2328,2328-3
2328,2328-4
2330,2330
2330,2330-1
2330,2330-2
2330,2330-3
2330,2330-4
2336,2336
2336,2336-1
2336,2336-2
2370,2370
2404,2404
2404,2404-1
2404,2404-2
2410,2410
2452,2452
2474,2474
2493,2493
250,250
250,250-1
2521,2521
2548,2548
2548,2548-1
2550,2550
2550,2550-1
2550,2550-2
2561,2561
2561,2561-1
2561,2561-2
2565,2565
2565,2565-1
2565,2565-2
2565,2565-3
2572,2572
2644,2644
2644,2644-1
2644,2644-2
271,271
271,271-1
272,272
272,272-1
274,274
274,274-1
274,274-2
28,28
2802,2802
2802,2802-1
2802,2802-2
2804,2804
2805,2805
2806,2806
2806,2806-1
2806,2806-2
2806,2806-3
2806,2806-4
2887,2887
2967,2967
2980,2980
2988,2988
3015,3015
3024,3024
3024,3024-1
3044,3044
3052,3052
3052,3052-1
3052,3052-2
3058,3058
3058,3058-1
3061,3061
3061,3061-1
3112,3112
3147,3147
3147,3147-1
3147,3147-2
3189,3189
3189,3189-1
3189,3189-2
3208,3208
3212,3212
3217,3217
3222,3222
3222,3222-1
3226,3226
3226,3226-1
3229,3229
3229,3229-1
3229,3229-2
3231,3231
3231,3231-1
3240,3240
3240,3240-1
3240,3240-2
3243,3243
3243,3243-1
3253,3253
3253,3253-1
3255,3255
3261,3261
3275,3275
3275,3275-1
3278,3278
3283,3283
3289,3289
3289,3289-1
3293,3293
3293,3293-1
3293,3293-2
3295,3295
3295,3295-1
3295,3295-2
3301,3301
3301,3301-1
3301,3301-2
3304,3304
3306,3306
332,332
332,332-1
332,332-2
3321,3321
3358,3358
337,337
3377,3377
3415,3415
3415,3415-1
342,342
345,345
345,345-1
345,345-2
3452,3452
3452,3452-1
346,346
346,346-1
346,346-2
346,346-3
347,347
347,347-1
347,347-2
347,347-3
348,348
3502,3502
3510,3510
3510,3510-1
3510,3510-2
3510,3510-3
3600,3600
3662,3662
3662,3662-1
3662,3662-2
3673,3673
3673,3673-1
3682,3682
3682,3682-1
3687,3687
37,37
37,37-1
37,37-2
3707,3707
3716,3716
3716,3716-1
3716,3716-2
3718,3718
3722,3722
3722,3722-1
3722,3722-2
3725,3725
3725,3725-1
3725,3725-2
3754,3754
3754,3754-1
3754,3754-2
3756,3756
3759,3759
3759,3759-1
3806,3806
3811,3811
383,383
383,383-1
3857,3857
3864,3864
3877,3877
3888,3888
3908,3908
3911,3911
3911,3911-1
3913,3913
3916,3916
3931,3931
3931,3931-1
3931,3931-2
3940,3940
3940,3940-1
3973,3973
3973,3973-1
3988,3988
4115,4115
4115,4115-1
4115,4115-2
4115,4115-3
4117,4117
4134,4134
416,416
4170,4170
4170,4170-1
4187,4187
4201,4201
4208,4208
4208,4208-1
421,421
4212,4212
4212,4212-1
4212,4212-2
4215,4215
4227,4227
4227,4227-1
4227,4227-2
4251,4251
4257,4257
4257,4257-1
4262,4262
4262,4262-1
4263,4263
4263,4263-1
4280,4280
4280,4280-1
4280,4280-2
4294,4294
4294,4294-1
4326,4326
4326,4326-1
4334,4334
4355,4355
4361,4361
4361,4361-1
4361,4361-2
4382,4382
4382,4382-1
442,442
4421,4421
4447,4447
4447,4447-1
4447,4447-2
4452,4452
4452,4452-1
4460,4460
4460,4460-1
4460,4460-2
4500,4500
4500,4500-1
4528,4528
4528,4528-1
4528,4528-2
4528,4528-3
4599,4599
4599,4599-1
465,465
465,465-1
465,465-2
4691,4691
4696,4696
4696,4696-1
4696,4696-2
4728,4728
4728,4728-1
474,474
4744,4744
4751,4751
4756,4756
484,484
4888,4888
4888,4888-1
492,492
4995,4995
5057,5057
5057,5057-1
51,51
52,52
5222,5222
5222,5222-1
5222,5222-2
5222,5222-3
527,527
5362,5362
5367,5367
5367,5367-1
5413,5413
5413,5413-1
5413,5413-2
5414,5414
5420,5420
5423,5423
5424,5424
5435,5435
5435,5435-1
5435,5435-2
5436,5436
5436,5436-1
5436,5436-2
5438,5438
5448,5448
5450,5450
5451,5451
5452,5452
5452,5452-1
5452,5452-2
5455,5455
5455,5455-1
5456,5456
5457,5457
5458,5458
5460,5460
5477,5477
5477,5477-1
5477,5477-2
5478,5478
548,548
5489,5489
5489,5489-1
5506,5506
5506,5506-1
5506,5506-2
5506,5506-3
5508,5508
5508,5508-1
5509,5509
5520,5520
5520,5520-1
5520,5520-2
5521,5521
5539,5539
5549,5549
5549,5549-1
5549,5549-2
5565,5565
5565,5565-1
5567,5567
5567,5567-1
5567,5567-2
557,557
5571,5571
5582,5582
5586,5586
5586,5586-1
5586,5586-2
5587,5587
559,559
559,559-1
5591,5591
5591,5591-1
5591,5591-2
5596,5596
5597,5597
5597,5597-1
5597,5597-2
5598,5598
5642,5642
5656,5656
5656,5656-1
5683,5683
5683,5683-1
5683,5683-2
5706,5706
5707,5707
5707,5707-1
5720,5720
5720,5720-1
5720,5720-2
5720,5720-3
5720,5720-4
5724,5724
5730,5730
5730,5730-1
5730,5730-2
5731,5731
5731,5731-1
574,574
574,574-1
5748,5748
5758,5758
5759,5759
5764,5764
577,577
5782,5782
5782,5782-1
5803,5803
583,583
5846,5846
5846,5846-1
5871,5871
5871,5871-1
588,588
5896,5896
59,59
5908,5908
5908,5908-1
5908,5908-2
5909,5909
5909,5909-1
5909,5909-2
5921,5921
5931,5931
5932,5932
5954,5954
5987,5987
5987,5987-1
6037,6037
6333,6333
6396,6396
6396,6396-1
6396,6396-2
65,65
65,65-1
6535,6535
6717,6717
6719,6719
6795,6795
6844,6844
6845,6845
6845,6845-1
685,685
685,685-1
6945,6945
6945,6945-1
6951,6951
6951,6951-1
6951,6951-2
6951,6951-3
6951,6951-4
6989,6989
6989,6989-1
699,699
699,699-1
6999,6999
6999,6999-1
7010,7010
7010,7010-1
7020,7020
7020,7020-1
7073,7073
7073,7073-1
7076,7076
7076,7076-1
7076,7076-2
7076,7076-3
7101,7101
7176,7176
7176,7176-1
7188,7188
7188,7188-1
7191,7191
7192,7192
7192,7192-1
7192,7192-2
7194,7194
7194,7194-1
7195,7195
7195,7195-1
7196,7196
7200,7200
7200,7200-1
7202,7202
7202,7202-1
7202,7202-2
7202,7202-3
7240,7240
7240,7240-1
7243,7243
7252,7252
7256,7256
7256,7256-1
7262,7262
7262,7262-1
7262,7262-2
7262,7262-3
7282,7282
7290,7290
7299,7299
7299,7299-1
7301,7301
7308,7308
7310,7310
7319,7319
7319,7319-1
7319,7319-2
7326,7326
7326,7326-1
7333,7333
7353,7353
7361,7361
7367,7367
7380,7380
7380,7380-1
7381,7381
7381,7381-1
7381,7381-2
7381,7381-3
7396,7396
7396,7396-1
7404,7404
7409,7409
7409,7409-1
7420,7420
7420,7420-1
7420,7420-2
7439,7439
7440,7440
7446,7446
7446,7446-1
7446,7446-2
7449,7449
7449,7449-1
7449,7449-2
7453,7453
7453,7453-1
7462,7462
7463,7463
7464,7464
7466,7466
7466,7466-1
7468,7468
7469,7469
7470,7470
