COD_NODE1,COD_NODE2
100,100
1002,1002
1002,1002-1
1002,1002-2
1002,1002-3
1002,1002-4
1002,1002-5
1025,1025
1025,1025-1
1025,1025-2
1025,1025-3
1026,1026
1026,1026-1
1026,1026-2
1026,1026-3
1026,1026-4
1028,1028
1028,1028-1
1028,1028-2
1029,1029
1029,1029-1
1029,1029-2
1029,1029-3
1033,1033
1033,1033-1
1033,1033-2
1035,1035
1037,1037
1037,1037-1
1047,1047
1047,1047-1
108,108
1101,1101
1101,1101-1
1101,1101-2
1101,1101-3
1112,1112
1112,1112-1
1112,1112-2
1124,1124
1124,1124-1
1124,1124-2
1124,1124-3
1124,1124-4
1137,1137
1137,1137-1
1137,1137-2
1137,1137-3
1148,1148
1159,1159
1159,1159-1
1159,1159-2
1159,1159-3
1159,1159-4
1159,1159-5
1159,1159-6
1186,1186
1186,1186-1
1186,1186-2
1186,1186-3
1186,1186-4
1186,1186-5
1221,1221
1221,1221-1
1221,1221-2
1225,1225
1225,1225-1
1225,1225-2
1225,1225-3
1225,1225-4
1231,1231
1231,1231-1
1231,1231-2
1231,1231-3
1231,1231-4
1231,1231-5
1236,1236
1236,1236-1
1236,1236-2
1236,1236-3
1245,1245
1245,1245-1
125,125
125,125-1
125,125-2
127,127
127,127-1
127,127-2
127,127-3
127,127-4
127,127-5
1273,1273
1273,1273-1
1273,1273-2
1273,1273-3
1273,1273-4
1273,1273-5
1285,1285
1285,1285-1
1285,1285-2
1289,1289
1289,1289-1
1289,1289-2
1289,1289-3
1289,1289-4
1289,1289-5
1289,1289-6
1300,1300
1300,1300-1
1300,1300-2
1303,1303
1303,1303-1
1303,1303-2
1316,1316
1316,1316-1
1323,1323
1365,1365
1365,1365-1
1365,1365-2
1368,1368
1368,1368-1
1368,1368-2
1368,1368-3
1384,1384
1384,1384-1
1384,1384-2
1384,1384-3
1397,1397
1397,1397-1
1397,1397-2
1397,1397-3
1401,1401
1401,1401-1
1401,1401-2
1401,1401-3
1404,1404
1404,1404-1
1404,1404-2
1404,1404-3
141,141
141,141-1
141,141-2
141,141-3
141,141-4
141,141-5
1410,1410
1410,1410-1
1410,1410-2
1410,1410-3
1410,1410-4
1410,1410-5
1415,1415
1415,1415-1
1415,1415-2
1421,1421
1421,1421-1
1421,1421-2
1421,1421-3
1421,1421-4
1421,1421-5
1429,1429
1429,1429-1
1429,1429-2
1430,1430
1430,1430-1
1430,1430-2
1430,1430-3
1432,1432
1434,1434
1434,1434-1
1442,1442
1442,1442-1
1442,1442-2
1442,1442-3
1442,1442-4
1451,1451
1451,1451-1
1451,1451-2
1451,1451-3
1451,1451-4
1452,1452
1452,1452-1
1452,1452-2
1452,1452-3
1460,1460
1460,1460-1
1460,1460-2
1460,1460-3
1460,1460-4
1460,1460-5
1462,1462
1462,1462-1
1462,1462-2
1462,1462-3
1463,1463
1463,1463-1
1463,1463-2
1474,1474
1474,1474-1
1474,1474-2
1474,1474-3
1483,1483
1489,1489
1489,1489-1
1490,1490
1490,1490-1
1490,1490-2
1490,1490-3
1490,1490-4
1490,1490-5
1490,1490-6
1491,1491
1491,1491-1
1496,1496
1496,1496-1
1498,1498
1498,1498-1
15,15
15,15-1
1502,1502
1502,1502-1
1502,1502-2
1502,1502-3
1502,1502-4
1502,1502-5
1504,1504
1504,1504-1
1504,1504-2
1508,1508
1526,1526
1526,1526-1
1526,1526-2
1539,1539
1539,1539-1
1539,1539-2
1539,1539-3
1539,1539-4
1539,1539-5
1548,1548
1548,1548-1
1548,1548-2
1554,1554
1554,1554-1
1554,1554-2
1556,1556
1556,1556-1
1556,1556-2
1556,1556-3
1576,1576
1576,1576-1
1576,1576-2
1576,1576-3
1591,1591
1591,1591-1
1591,1591-2
1591,1591-3
1596,1596
1596,1596-1
1596,1596-2
1596,1596-3
1596,1596-4
1596,1596-5
1599,1599
1600,1600
1600,1600-1
1600,1600-2
1600,1600-3
1614,1614
1614,1614-1
1624,1624
1625,1625
1625,1625-1
1629,1629
1636,1636
1636,1636-1
1636,1636-2
1636,1636-3
1658,1658
1658,1658-1
1658,1658-2
1658,1658-3
1666,1666
1666,1666-1
1666,1666-2
1671,1671
1671,1671-1
1671,1671-2
1671,1671-3
1671,1671-4
1672,1672
1672,1672-1
1672,1672-2
1672,1672-3
1677,1677
1677,1677-1
1677,1677-2
1677,1677-3
1749,1749
1802,1802
1802,1802-1
1802,1802-2
1802,1802-3
1837,1837
1837,1837-1
1837,1837-2
1837,1837-3
1837,1837-4
186,186
186,186-1
19,19
19,19-1
19,19-2
19,19-3
1913,1913
1913,1913-1
1913,1913-2
1967,1967
1967,1967-1
1967,1967-2
1967,1967-3
1977,1977
1977,1977-1
1977,1977-2
1978,1978
1979,1979
1979,1979-1
1979,1979-2
20,20
20,20-1
2115,2115
2127,2127
2127,2127-1
2143,2143
2143,2143-1
2143,2143-2
2143,2143-3
2143,2143-4
2143,2143-5
2182,2182
2183,2183
2183,2183-1
2183,2183-2
2183,2183-3
2183,2183-4
2199,2199
2199,2199-1
2199,2199-2
2199,2199-3
22,22
2204,2204
2204,2204-1
2204,2204-2
2204,2204-3
2204,2204-4
2204,2204-5
2209,2209
2209,2209-1
2210,2210
2210,2210-1
2210,2210-2
2210,2210-3
2212,2212
2212,2212-1
2212,2212-2
2212,2212-3
2216,2216
2216,2216-1
2216,2216-2
2216,2216-3
2216,2216-4
2216,2216-5
2216,2216-6
2216,2216-7
2216,2216-8
2220,2220
2220,2220-1
2220,2220-2
2220,2220-3
2221,2221
2221,2221-1
2221,2221-2
2221,2221-3
2221,2221-4
2221,2221-5
2221,2221-6
2221,2221-7
2225,2225
2225,2225-1
2226,2226
2226,2226-1
2226,2226-2
2226,2226-3
2226,2226-4
2226,2226-5
2226,2226-6
2226,2226-7
2231,2231
2231,2231-1
2231,2231-2
2231,2231-3
2231,2231-4
2231,2231-5
2233,2233
2233,2233-1
2233,2233-2
2233,2233-3
2233,2233-4
2233,2233-5
2241,2241
2241,2241-1
2241,2241-2
2241,2241-3
2241,2241-4
2241,2241-5
2241,2241-6
2241,2241-7
2242,2242
2242,2242-1
2246,2246
2246,2246-1
2246,2246-2
2246,2246-3
2246,2246-4
2246,2246-5
2246,2246-6
2246,2246-7
2246,2246-8
2249,2249
2249,2249-1
2249,2249-2
2249,2249-3
2250,2250
2252,2252
2252,2252-1
2252,2252-2
2252,2252-3
2252,2252-4
2252,2252-5
2259,2259
2259,2259-1
2260,2260
2260,2260-1
2260,2260-2
2260,2260-3
2260,2260-4
2260,2260-5
2265,2265
2265,2265-1
2266,2266
2266,2266-1
2266,2266-2
2266,2266-3
2267,2267
2267,2267-1
2267,2267-2
2267,2267-3
2267,2267-4
2268,2268
2268,2268-1
2268,2268-2
2268,2268-3
2277,2277
2277,2277-1
2277,2277-2
2277,2277-3
2279,2279
2279,2279-1
2279,2279-2
2279,2279-3
2279,2279-4
2284,2284
2284,2284-1
2284,2284-2
2284,2284-3
2284,2284-4
2284,2284-5
2284,2284-6
2291,2291
2291,2291-1
2292,2292
2292,2292-1
2292,2292-2
2292,2292-3
2296,2296
2296,2296-1
2296,2296-2
2296,2296-3
2296,2296-4
2296,2296-5
2328,2328
2328,2328-1
2328,2328-2
2328,2328-3
2328,2328-4
2328,2328-5
2328,2328-6
2328,2328-7
2328,2328-8
2330,2330
2330,2330-1
2330,2330-2
2330,2330-3
2330,2330-4
2330,2330-5
2330,2330-6
2330,2330-7
2330,2330-8
2336,2336
2336,2336-1
2336,2336-2
2336,2336-3
2370,2370
2404,2404
2404,2404-1
2404,2404-2
2404,2404-3
2404,2404-4
2404,2404-5
2410,2410
2452,2452
2474,2474
2474,2474-1
2493,2493
2493,2493-1
250,250
250,250-1
250,250-2
2521,2521
2521,2521-1
2521,2521-2
2548,2548
2548,2548-1
2548,2548-2
2550,2550
2550,2550-1
2550,2550-2
2550,2550-3
2550,2550-4
2550,2550-5
2561,2561
2561,2561-1
2561,2561-2
2561,2561-3
2561,2561-4
2561,2561-5
2561,2561-6
2561,2561-7
2565,2565
2565,2565-1
2565,2565-2
2565,2565-3
2572,2572
2644,2644
2644,2644-1
2644,2644-2
2644,2644-3
2686,2686
2686,2686-1
271,271
271,271-1
271,271-2
271,271-3
272,272
272,272-1
272,272-2
272,272-3
274,274
274,274-1
274,274-2
274,274-3
2802,2802
2802,2802-1
2802,2802-2
2802,2802-3
2802,2802-4
2804,2804
2804,2804-1
2805,2805
2805,2805-1
2806,2806
2806,2806-1
2806,2806-2
2806,2806-3
2806,2806-4
2806,2806-5
2806,2806-6
2806,2806-7
2806,2806-8
2887,2887
2887,2887-1
2887,2887-2
2967,2967
2967,2967-1
2980,2980
2980,2980-1
2988,2988
3015,3015
3024,3024
3024,3024-1
3024,3024-2
3024,3024-3
3044,3044
3044,3044-1
3044,3044-2
3044,3044-3
3044,3044-4
3052,3052
3052,3052-1
3052,3052-2
3052,3052-3
3052,3052-4
3058,3058
3058,3058-1
3058,3058-2
3061,3061
3061,3061-1
3061,3061-2
3112,3112
3147,3147
3147,3147-1
3147,3147-2
3147,3147-3
3147,3147-4
3147,3147-5
3147,3147-6
3187,3187
3189,3189
3189,3189-1
3189,3189-2
3208,3208
3212,3212
3217,3217
3217,3217-1
3222,3222
3222,3222-1
3222,3222-2
3226,3226
3226,3226-1
3226,3226-2
3229,3229
3229,3229-1
3229,3229-2
3229,3229-3
3229,3229-4
3229,3229-5
3229,3229-6
3231,3231
3231,3231-1
3231,3231-2
3231,3231-3
3231,3231-4
3240,3240
3240,3240-1
3240,3240-2
3240,3240-3
3240,3240-4
3240,3240-5
3243,3243
3243,3243-1
3253,3253
3253,3253-1
3253,3253-2
3255,3255
3261,3261
3275,3275
3275,3275-1
3275,3275-2
3278,3278
3278,3278-1
3278,3278-2
3283,3283
3289,3289
3289,3289-1
3289,3289-2
3293,3293
3293,3293-1
3293,3293-2
3293,3293-3
3293,3293-4
3295,3295
3295,3295-1
3295,3295-2
3295,3295-3
3295,3295-4
3301,3301
3301,3301-1
3301,3301-2
3301,3301-3
3301,3301-4
3301,3301-5
3304,3304
3304,3304-1
3306,3306
332,332
332,332-1
332,332-2
332,332-3
332,332-4
3321,3321
3321,3321-1
3358,3358
3358,3358-1
337,337
337,337-1
337,337-2
3377,3377
3377,3377-1
3377,3377-2
3415,3415
3415,3415-1
3415,3415-2
3415,3415-3
3415,3415-4
3415,3415-5
342,342
345,345
345,345-1
345,345-2
345,345-3
3452,3452
3452,3452-1
3452,3452-2
3452,3452-3
346,346
346,346-1
346,346-2
346,346-3
347,347
347,347-1
347,347-2
347,347-3
348,348
348,348-1
348,348-2
348,348-3
3502,3502
3502,3502-1
3510,3510
3510,3510-1
3510,3510-2
3510,3510-3
3510,3510-4
3510,3510-5
3510,3510-6
3600,3600
3600,3600-1
3662,3662
3662,3662-1
3662,3662-2
3662,3662-3
3662,3662-4
3662,3662-5
3673,3673
3673,3673-1
3673,3673-2
3673,3673-3
3673,3673-4
3682,3682
3682,3682-1
3682,3682-2
3687,3687
37,37
37,37-1
37,37-2
37,37-3
37,37-4
37,37-5
3707,3707
3707,3707-1
3716,3716
3716,3716-1
3716,3716-2
3716,3716-3
3716,3716-4
3716,3716-5
3718,3718
3718,3718-1
3722,3722
3722,3722-1
3722,3722-2
3722,3722-3
3722,3722-4
3722,3722-5
3725,3725
3725,3725-1
3725,3725-2
3725,3725-3
3725,3725-4
3725,3725-5
3754,3754
3754,3754-1
3754,3754-2
3754,3754-3
3756,3756
3759,3759
3759,3759-1
3806,3806
3811,3811
3811,3811-1
383,383
383,383-1
383,383-2
383,383-3
3857,3857
3857,3857-1
3877,3877
3877,3877-1
3908,3908
3908,3908-1
3908,3908-2
3908,3908-3
3911,3911
3911,3911-1
3913,3913
3913,3913-1
3931,3931
3931,3931-1
3931,3931-2
3931,3931-3
3940,3940
3940,3940-1
3940,3940-2
3940,3940-3
3940,3940-4
3973,3973
3973,3973-1
3973,3973-2
3973,3973-3
4090,4090
4115,4115
4115,4115-1
4115,4115-2
4115,4115-3
4117,4117
4117,4117-1
4134,4134
4134,4134-1
4148,4148
4148,4148-1
4148,4148-2
415,415
416,416
416,416-1
4170,4170
4170,4170-1
4170,4170-2
4170,4170-3
4187,4187
4187,4187-1
4201,4201
4201,4201-1
4208,4208
4208,4208-1
4208,4208-2
4208,4208-3
4208,4208-4
4208,4208-5
421,421
421,421-1
4212,4212
4212,4212-1
4212,4212-2
4212,4212-3
4215,4215
4215,4215-1
4227,4227
4227,4227-1
4227,4227-2
4227,4227-3
4251,4251
4251,4251-1
4251,4251-2
4257,4257
4257,4257-1
4257,4257-2
4257,4257-3
4257,4257-4
4262,4262
4262,4262-1
4262,4262-2
4262,4262-3
4262,4262-4
4263,4263
4263,4263-1
4263,4263-2
4263,4263-3
4263,4263-4
4280,4280
4280,4280-1
4280,4280-2
4280,4280-3
4280,4280-4
4280,4280-5
4294,4294
4294,4294-1
4294,4294-2
4294,4294-3
4294,4294-4
4294,4294-5
4326,4326
4326,4326-1
4326,4326-2
4334,4334
4355,4355
4361,4361
4361,4361-1
4361,4361-2
4361,4361-3
4361,4361-4
4361,4361-5
4382,4382
4382,4382-1
4382,4382-2
4382,4382-3
442,442
442,442-1
442,442-2
4421,4421
4421,4421-1
4447,4447
4447,4447-1
4447,4447-2
4447,4447-3
4447,4447-4
4447,4447-5
4452,4452
4452,4452-1
4452,4452-2
4452,4452-3
4452,4452-4
4452,4452-5
4452,4452-6
4460,4460
4460,4460-1
4460,4460-2
4460,4460-3
4483,4483
4483,4483-1
4483,4483-2
4500,4500
4500,4500-1
4500,4500-2
4500,4500-3
4500,4500-4
4528,4528
4528,4528-1
4528,4528-2
4528,4528-3
4599,4599
4599,4599-1
4599,4599-2
4599,4599-3
4599,4599-4
4599,4599-5
465,465
465,465-1
465,465-2
465,465-3
465,465-4
465,465-5
4691,4691
4691,4691-1
4696,4696
4696,4696-1
4696,4696-2
4696,4696-3
4696,4696-4
4696,4696-5
4728,4728
4728,4728-1
4728,4728-2
4728,4728-3
474,474
474,474-1
4744,4744
4744,4744-1
4751,4751
4751,4751-1
4751,4751-2
4756,4756
4756,4756-1
4756,4756-2
484,484
484,484-1
484,484-2
4878,4878
4878,4878-1
4878,4878-2
4881,4881
4888,4888
4888,4888-1
4888,4888-2
4888,4888-3
492,492
492,492-1
4995,4995
5057,5057
5057,5057-1
5057,5057-2
5057,5057-3
5057,5057-4
51,51
52,52
5222,5222
5222,5222-1
5222,5222-2
5222,5222-3
527,527
5360,5360
5360,5360-1
5361,5361
5362,5362
5362,5362-1
5362,5362-2
5367,5367
5367,5367-1
5367,5367-2
5367,5367-3
5367,5367-4
5367,5367-5
5413,5413
5413,5413-1
5413,5413-2
5413,5413-3
5413,5413-4
5413,5413-5
5414,5414
5420,5420
5423,5423
5423,5423-1
5423,5423-2
5424,5424
5435,5435
5435,5435-1
5435,5435-2
5435,5435-3
5435,5435-4
5435,5435-5
5436,5436
5436,5436-1
5436,5436-2
5436,5436-3
5436,5436-4
5436,5436-5
5438,5438
5448,5448
5450,5450
5450,5450-1
5451,5451
5451,5451-1
5452,5452
5452,5452-1
5452,5452-2
5455,5455
5455,5455-1
5455,5455-2
5455,5455-3
5455,5455-4
5455,5455-5
5456,5456
5456,5456-1
5457,5457
5457,5457-1
5458,5458
5458,5458-1
5460,5460
5477,5477
5477,5477-1
5477,5477-2
5477,5477-3
5477,5477-4
5478,5478
5478,5478-1
5478,5478-2
5489,5489
5489,5489-1
5489,5489-2
5489,5489-3
5506,5506
5506,5506-1
5506,5506-2
5506,5506-3
5506,5506-4
5506,5506-5
5508,5508
5508,5508-1
5508,5508-2
5508,5508-3
5509,5509
5520,5520
5520,5520-1
5520,5520-2
5520,5520-3
5520,5520-4
5520,5520-5
5520,5520-6
5520,5520-7
5549,5549
5549,5549-1
5549,5549-2
5549,5549-3
5549,5549-4
5565,5565
5565,5565-1
5565,5565-2
5565,5565-3
5565,5565-4
5567,5567
5567,5567-1
5567,5567-2
5567,5567-3
5567,5567-4
5567,5567-5
557,557
557,557-1
5571,5571
5571,5571-1
5582,5582
5582,5582-1
5582,5582-2
5582,5582-3
5586,5586
5586,5586-1
5586,5586-2
5586,5586-3
5587,5587
5587,5587-1
5587,5587-2
5587,5587-3
559,559
559,559-1
559,559-2
5591,5591
5591,5591-1
5591,5591-2
5591,5591-3
5593,5593
5597,5597
5597,5597-1
5597,5597-2
5597,5597-3
5597,5597-4
5597,5597-5
5598,5598
5598,5598-1
5598,5598-2
56,56
5642,5642
5656,5656
5656,5656-1
5656,5656-2
5656,5656-3
5683,5683
5683,5683-1
5683,5683-2
5683,5683-3
5683,5683-4
5706,5706
5706,5706-1
5707,5707
5707,5707-1
5707,5707-2
5707,5707-3
5720,5720
5720,5720-1
5720,5720-2
5720,5720-3
5720,5720-4
5720,5720-5
5720,5720-6
5720,5720-7
5720,5720-8
5724,5724
5730,5730
5730,5730-1
5730,5730-2
5730,5730-3
5730,5730-4
5730,5730-5
5731,5731
5731,5731-1
5731,5731-2
574,574
574,574-1
574,574-2
5748,5748
5748,5748-1
5748,5748-2
5758,5758
5758,5758-1
5758,5758-2
5759,5759
5759,5759-1
5759,5759-2
5764,5764
5764,5764-1
577,577
5782,5782
5782,5782-1
5782,5782-2
5782,5782-3
5782,5782-4
5803,5803
5803,5803-1
5803,5803-2
5803,5803-3
583,583
583,583-1
583,583-2
5846,5846
5846,5846-1
5846,5846-2
5871,5871
5871,5871-1
5871,5871-2
5891,5891
5896,5896
5896,5896-1
5908,5908
5908,5908-1
5908,5908-2
5908,5908-3
5908,5908-4
5908,5908-5
5909,5909
5909,5909-1
5909,5909-2
5909,5909-3
5909,5909-4
5909,5909-5
5921,5921
5921,5921-1
5921,5921-2
5931,5931
5931,5931-1
5932,5932
5954,5954
5954,5954-1
5954,5954-2
5977,5977
5977,5977-1
5987,5987
5987,5987-1
5987,5987-2
6037,6037
6037,6037-1
6037,6037-2
6333,6333
6333,6333-1
6333,6333-2
6396,6396
6396,6396-1
6396,6396-2
6396,6396-3
6396,6396-4
65,65
65,65-1
6535,6535
6535,6535-1
6535,6535-2
6717,6717
6717,6717-1
6719,6719
6719,6719-1
6795,6795
6795,6795-1
6795,6795-2
6844,6844
6844,6844-1
6845,6845
6845,6845-1
6845,6845-2
6845,6845-3
685,685
685,685-1
685,685-2
685,685-3
6945,6945
6945,6945-1
6945,6945-2
6945,6945-3
6945,6945-4
6951,6951
6951,6951-1
6951,6951-2
6951,6951-3
6951,6951-4
6951,6951-5
6951,6951-6
6951,6951-7
6951,6951-8
6957,6957
6957,6957-1
6961,6961
6962,6962
6964,6964
6989,6989
6989,6989-1
6989,6989-2
699,699
699,699-1
699,699-2
699,699-3
6999,6999
6999,6999-1
6999,6999-2
6999,6999-3
7010,7010
7010,7010-1
7010,7010-2
7020,7020
7020,7020-1
7020,7020-2
7073,7073
7073,7073-1
7073,7073-2
7073,7073-3
7073,7073-4
7073,7073-5
7076,7076
7076,7076-1
7076,7076-2
7076,7076-3
