COD_VEHICLE,COD_PATH,Start Inventory,Target Inventory,pQuantityVehicles
0.42LKM-600L,1,600,1,15
0.55LKM-800L,1,800,1,9
0.58LKM-1000L,1,1000,1,13
0.65LKM-1200L,1,1200,1,7
0.546LKM-600L,1,600,1,3
0.42LKM-600L,10,600,1,11
0.55LKM-800L,10,800,1,14
0.58LKM-1000L,10,1000,1,3
0.65LKM-1200L,10,1200,1,31
0.546LKM-600L,10,600,1,6
0.42LKM-600L,100,600,1,1
0.55LKM-800L,100,800,1,3
0.58LKM-1000L,100,1000,1,5
0.65LKM-1200L,100,1200,1,3
0.546LKM-600L,100,600,1,1
0.42LKM-600L,101,600,1,7
0.55LKM-800L,101,800,1,7
0.58LKM-1000L,101,1000,1,5
0.65LKM-1200L,101,1200,1,9
0.546LKM-600L,101,600,1,4
0.42LKM-600L,102,600,1,11
0.55LKM-800L,102,800,1,6
0.58LKM-1000L,102,1000,1,12
0.65LKM-1200L,102,1200,1,11
0.546LKM-600L,102,600,1,5
0.42LKM-600L,103,600,1,5
0.55LKM-800L,103,800,1,1
0.58LKM-1000L,103,1000,1,14
0.65LKM-1200L,103,1200,1,13
0.546LKM-600L,103,600,1,5
0.42LKM-600L,104,600,1,12
0.55LKM-800L,104,800,1,9
0.58LKM-1000L,104,1000,1,5
0.65LKM-1200L,104,1200,1,4
0.546LKM-600L,104,600,1,6
0.42LKM-600L,105,600,1,2
0.55LKM-800L,105,800,1,2
0.58LKM-1000L,105,1000,1,1
0.65LKM-1200L,105,1200,1,23
0.546LKM-600L,105,600,1,2
0.42LKM-600L,106,600,1,1
0.55LKM-800L,106,800,1,6
0.58LKM-1000L,106,1000,1,3
0.65LKM-1200L,106,1200,1,2
0.546LKM-600L,106,600,1,4
0.42LKM-600L,107,600,1,2
0.55LKM-800L,107,800,1,9
0.58LKM-1000L,107,1000,1,1
0.65LKM-1200L,107,1200,1,5
0.546LKM-600L,107,600,1,5
0.42LKM-600L,108,600,1,14
0.55LKM-800L,108,800,1,2
0.58LKM-1000L,108,1000,1,13
0.65LKM-1200L,108,1200,1,17
0.546LKM-600L,108,600,1,7
0.42LKM-600L,109,600,1,1
0.55LKM-800L,109,800,1,8
0.58LKM-1000L,109,1000,1,3
0.65LKM-1200L,109,1200,1,36
0.546LKM-600L,109,600,1,7
0.42LKM-600L,11,600,1,4
0.55LKM-800L,11,800,1,8
0.58LKM-1000L,11,1000,1,2
0.65LKM-1200L,11,1200,1,10
0.546LKM-600L,11,600,1,5
0.42LKM-600L,110,600,1,8
0.55LKM-800L,110,800,1,10
0.58LKM-1000L,110,1000,1,3
0.65LKM-1200L,110,1200,1,11
0.546LKM-600L,110,600,1,9
0.42LKM-600L,111,600,1,14
0.55LKM-800L,111,800,1,9
0.58LKM-1000L,111,1000,1,28
0.65LKM-1200L,111,1200,1,11
0.546LKM-600L,111,600,1,5
0.42LKM-600L,112,600,1,2
0.55LKM-800L,112,800,1,6
0.58LKM-1000L,112,1000,1,2
0.65LKM-1200L,112,1200,1,6
0.42LKM-600L,113,600,1,13
0.55LKM-800L,113,800,1,4
0.58LKM-1000L,113,1000,1,20
0.65LKM-1200L,113,1200,1,13
0.546LKM-600L,113,600,1,3
0.42LKM-600L,114,600,1,2
0.55LKM-800L,114,800,1,1
0.58LKM-1000L,114,1000,1,7
0.65LKM-1200L,114,1200,1,1
0.546LKM-600L,114,600,1,1
0.42LKM-600L,115,600,1,1
0.55LKM-800L,115,800,1,3
0.58LKM-1000L,115,1000,1,1
0.65LKM-1200L,115,1200,1,2
0.546LKM-600L,115,600,1,1
0.42LKM-600L,116,600,1,6
0.55LKM-800L,116,800,1,10
0.58LKM-1000L,116,1000,1,20
0.65LKM-1200L,116,1200,1,16
0.546LKM-600L,116,600,1,5
0.42LKM-600L,117,600,1,9
0.55LKM-800L,117,800,1,7
0.58LKM-1000L,117,1000,1,8
0.65LKM-1200L,117,1200,1,10
0.546LKM-600L,117,600,1,3
0.42LKM-600L,118,600,1,3
0.55LKM-800L,118,800,1,9
0.58LKM-1000L,118,1000,1,16
0.65LKM-1200L,118,1200,1,7
0.546LKM-600L,118,600,1,1
0.42LKM-600L,119,600,1,12
0.55LKM-800L,119,800,1,11
0.58LKM-1000L,119,1000,1,13
0.65LKM-1200L,119,1200,1,12
0.546LKM-600L,119,600,1,7
0.42LKM-600L,12,600,1,3
0.55LKM-800L,12,800,1,2
0.58LKM-1000L,12,1000,1,4
0.65LKM-1200L,12,1200,1,9
0.546LKM-600L,12,600,1,4
0.42LKM-600L,120,600,1,5
0.55LKM-800L,120,800,1,1
0.58LKM-1000L,120,1000,1,2
0.65LKM-1200L,120,1200,1,5
0.546LKM-600L,120,600,1,4
0.42LKM-600L,121,600,1,4
0.55LKM-800L,121,800,1,1
0.58LKM-1000L,121,1000,1,1
0.65LKM-1200L,121,1200,1,4
0.546LKM-600L,121,600,1,1
0.42LKM-600L,122,600,1,1
0.55LKM-800L,122,800,1,2
0.58LKM-1000L,122,1000,1,1
0.65LKM-1200L,122,1200,1,3
0.546LKM-600L,122,600,1,1
0.42LKM-600L,123,600,1,13
0.55LKM-800L,123,800,1,1
0.58LKM-1000L,123,1000,1,4
0.65LKM-1200L,123,1200,1,14
0.546LKM-600L,123,600,1,5
0.42LKM-600L,124,600,1,1
0.55LKM-800L,124,800,1,11
0.58LKM-1000L,124,1000,1,18
0.65LKM-1200L,124,1200,1,6
0.546LKM-600L,124,600,1,6
0.42LKM-600L,125,600,1,5
0.55LKM-800L,125,800,1,5
0.58LKM-1000L,125,1000,1,10
0.65LKM-1200L,125,1200,1,3
0.546LKM-600L,125,600,1,1
0.42LKM-600L,126,600,1,7
0.55LKM-800L,126,800,1,2
0.58LKM-1000L,126,1000,1,2
0.65LKM-1200L,126,1200,1,12
0.546LKM-600L,126,600,1,5
0.42LKM-600L,127,600,1,4
0.55LKM-800L,127,800,1,6
0.58LKM-1000L,127,1000,1,3
0.65LKM-1200L,127,1200,1,6
0.546LKM-600L,127,600,1,2
0.42LKM-600L,128,600,1,1
0.55LKM-800L,128,800,1,4
0.58LKM-1000L,128,1000,1,1
0.65LKM-1200L,128,1200,1,1
0.546LKM-600L,128,600,1,4
0.42LKM-600L,129,600,1,16
0.55LKM-800L,129,800,1,2
0.58LKM-1000L,129,1000,1,1
0.65LKM-1200L,129,1200,1,8
0.546LKM-600L,129,600,1,7
0.42LKM-600L,13,600,1,2
0.55LKM-800L,13,800,1,2
0.58LKM-1000L,13,1000,1,3
0.65LKM-1200L,13,1200,1,4
0.546LKM-600L,13,600,1,1
0.42LKM-600L,130,600,1,1
0.55LKM-800L,130,800,1,9
0.58LKM-1000L,130,1000,1,8
0.65LKM-1200L,130,1200,1,12
0.546LKM-600L,130,600,1,6
0.42LKM-600L,131,600,1,7
0.55LKM-800L,131,800,1,9
0.58LKM-1000L,131,1000,1,1
0.65LKM-1200L,131,1200,1,16
0.546LKM-600L,131,600,1,5
0.42LKM-600L,132,600,1,1
0.55LKM-800L,132,800,1,1
0.58LKM-1000L,132,1000,1,2
0.65LKM-1200L,132,1200,1,6
0.546LKM-600L,132,600,1,4
0.42LKM-600L,133,600,1,11
0.55LKM-800L,133,800,1,5
0.58LKM-1000L,133,1000,1,8
0.65LKM-1200L,133,1200,1,9
0.546LKM-600L,133,600,1,4
0.42LKM-600L,134,600,1,1
0.55LKM-800L,134,800,1,1
0.58LKM-1000L,134,1000,1,1
0.65LKM-1200L,134,1200,1,4
0.546LKM-600L,134,600,1,1
0.42LKM-600L,135,600,1,1
0.55LKM-800L,135,800,1,4
