COD_VEHICLE,COD_PATH,Start Inventory,Target Inventory,pQuantityVehicles
0.42LKM-600L,1,600,1,15
0.55LKM-800L,1,800,1,9
0.42LKM-600L,10,600,1,11
0.55LKM-800L,10,800,1,14
0.42LKM-600L,100,600,1,1
0.55LKM-800L,100,800,1,3
0.42LKM-600L,101,600,1,7
0.55LKM-800L,101,800,1,7
0.42LKM-600L,102,600,1,11
0.55LKM-800L,102,800,1,6
0.42LKM-600L,103,600,1,5
0.55LKM-800L,103,800,1,1
0.42LKM-600L,104,600,1,12
0.55LKM-800L,104,800,1,9
0.42LKM-600L,105,600,1,2
0.55LKM-800L,105,800,1,2
0.42LKM-600L,106,600,1,1
0.55LKM-800L,106,800,1,6
0.42LKM-600L,107,600,1,2
0.55LKM-800L,107,800,1,9
0.42LKM-600L,108,600,1,14
0.55LKM-800L,108,800,1,2
0.42LKM-600L,109,600,1,1
0.55LKM-800L,109,800,1,8
0.42LKM-600L,11,600,1,4
0.55LKM-800L,11,800,1,8
0.42LKM-600L,110,600,1,8
0.55LKM-800L,110,800,1,10
0.42LKM-600L,111,600,1,14
0.55LKM-800L,111,800,1,9
0.42LKM-600L,112,600,1,2
0.55LKM-800L,112,800,1,6
0.42LKM-600L,113,600,1,13
0.55LKM-800L,113,800,1,4
0.42LKM-600L,114,600,1,2
0.55LKM-800L,114,800,1,1
0.42LKM-600L,115,600,1,1
0.55LKM-800L,115,800,1,3
0.42LKM-600L,116,600,1,6
0.55LKM-800L,116,800,1,10
0.42LKM-600L,117,600,1,9
0.55LKM-800L,117,800,1,7
0.42LKM-600L,118,600,1,3
0.55LKM-800L,118,800,1,9
0.42LKM-600L,119,600,1,12
0.55LKM-800L,119,800,1,11
0.42LKM-600L,12,600,1,3
0.55LKM-800L,12,800,1,2
0.42LKM-600L,120,600,1,5
0.55LKM-800L,120,800,1,1
0.42LKM-600L,121,600,1,4
0.55LKM-800L,121,800,1,1
0.42LKM-600L,122,600,1,1
0.55LKM-800L,122,800,1,2
0.42LKM-600L,123,600,1,13
0.55LKM-800L,123,800,1,1
0.42LKM-600L,124,600,1,1
0.55LKM-800L,124,800,1,11
0.42LKM-600L,125,600,1,5
0.55LKM-800L,125,800,1,5
0.42LKM-600L,126,600,1,7
0.55LKM-800L,126,800,1,2
0.42LKM-600L,127,600,1,4
0.55LKM-800L,127,800,1,6
0.42LKM-600L,128,600,1,1
0.55LKM-800L,128,800,1,4
0.42LKM-600L,129,600,1,16
0.55LKM-800L,129,800,1,2
0.42LKM-600L,13,600,1,2
0.55LKM-800L,13,800,1,2
0.42LKM-600L,130,600,1,1
0.55LKM-800L,130,800,1,9
0.42LKM-600L,131,600,1,7
0.55LKM-800L,131,800,1,9
0.42LKM-600L,132,600,1,1
0.55LKM-800L,132,800,1,1
0.42LKM-600L,133,600,1,11
0.55LKM-800L,133,800,1,5
0.42LKM-600L,134,600,1,1
0.55LKM-800L,134,800,1,1
0.42LKM-600L,135,600,1,1
0.55LKM-800L,135,800,1,4
0.42LKM-600L,136,600,1,2
0.55LKM-800L,136,800,1,6
0.42LKM-600L,137,600,1,7
0.55LKM-800L,137,800,1,6
0.42LKM-600L,138,600,1,16
0.55LKM-800L,138,800,1,5
0.42LKM-600L,139,600,1,4
0.55LKM-800L,139,800,1,5
0.42LKM-600L,14,600,1,6
0.55LKM-800L,14,800,1,4
0.42LKM-600L,140,600,1,2
0.55LKM-800L,140,800,1,11
0.42LKM-600L,141,600,1,11
0.55LKM-800L,141,800,1,7
0.42LKM-600L,142,600,1,8
0.55LKM-800L,142,800,1,5
0.42LKM-600L,143,600,1,3
0.55LKM-800L,143,800,1,1
0.42LKM-600L,144,600,1,12
0.55LKM-800L,144,800,1,10
0.42LKM-600L,145,600,1,2
0.55LKM-800L,145,800,1,6
0.42LKM-600L,146,600,1,2
0.55LKM-800L,146,800,1,2
0.42LKM-600L,147,600,1,1
0.55LKM-800L,147,800,1,5
0.42LKM-600L,148,600,1,7
0.55LKM-800L,148,800,1,2
0.42LKM-600L,149,600,1,5
0.55LKM-800L,149,800,1,2
0.42LKM-600L,15,600,1,1
0.55LKM-800L,15,800,1,4
0.42LKM-600L,150,600,1,9
0.55LKM-800L,150,800,1,3
0.42LKM-600L,151,600,1,10
0.55LKM-800L,151,800,1,12
0.42LKM-600L,152,600,1,6
0.55LKM-800L,152,800,1,11
0.42LKM-600L,153,600,1,15
0.55LKM-800L,153,800,1,5
0.42LKM-600L,154,600,1,1
0.55LKM-800L,154,800,1,3
0.42LKM-600L,155,600,1,5
0.55LKM-800L,155,800,1,10
0.42LKM-600L,156,600,1,11
0.55LKM-800L,156,800,1,10
0.42LKM-600L,157,600,1,1
0.55LKM-800L,157,800,1,2
0.42LKM-600L,158,600,1,6
0.55LKM-800L,158,800,1,3
0.42LKM-600L,159,600,1,3
0.55LKM-800L,159,800,1,9
0.42LKM-600L,16,600,1,11
0.55LKM-800L,16,800,1,5
0.42LKM-600L,160,600,1,1
0.55LKM-800L,160,800,1,5
0.42LKM-600L,161,600,1,9
0.55LKM-800L,161,800,1,5
0.42LKM-600L,162,600,1,3
0.55LKM-800L,162,800,1,3
0.42LKM-600L,163,600,1,15
0.55LKM-800L,163,800,1,7
0.42LKM-600L,164,600,1,1
0.55LKM-800L,164,800,1,1
0.42LKM-600L,165,600,1,5
0.55LKM-800L,165,800,1,2
0.42LKM-600L,166,600,1,1
0.55LKM-800L,166,800,1,6
0.42LKM-600L,167,600,1,4
0.55LKM-800L,167,800,1,5
0.42LKM-600L,168,600,1,4
0.55LKM-800L,168,800,1,6
0.42LKM-600L,169,600,1,2
0.55LKM-800L,169,800,1,5
0.42LKM-600L,17,600,1,2
0.55LKM-800L,17,800,1,10
0.42LKM-600L,170,600,1,7
0.55LKM-800L,170,800,1,2
0.42LKM-600L,171,600,1,2
0.55LKM-800L,171,800,1,5
0.42LKM-600L,172,600,1,4
0.55LKM-800L,172,800,1,3
0.42LKM-600L,173,600,1,1
0.55LKM-800L,173,800,1,1
0.42LKM-600L,174,600,1,4
0.55LKM-800L,174,800,1,2
0.42LKM-600L,175,600,1,1
0.55LKM-800L,175,800,1,2
0.42LKM-600L,176,600,1,7
0.55LKM-800L,176,800,1,1
0.42LKM-600L,177,600,1,5
0.55LKM-800L,177,800,1,2
0.42LKM-600L,178,600,1,3
0.55LKM-800L,178,800,1,2
0.42LKM-600L,179,600,1,5
0.55LKM-800L,179,800,1,11
0.42LKM-600L,18,600,1,2
0.55LKM-800L,18,800,1,5
0.42LKM-600L,180,600,1,6
0.55LKM-800L,180,800,1,2
0.42LKM-600L,181,600,1,5
0.55LKM-800L,181,800,1,1
0.42LKM-600L,182,600,1,3
0.55LKM-800L,182,800,1,2
0.42LKM-600L,183,600,1,9
0.55LKM-800L,183,800,1,7
0.42LKM-600L,184,600,1,15
0.55LKM-800L,184,800,1,8
0.42LKM-600L,185,600,1,5
0.55LKM-800L,185,800,1,5
0.42LKM-600L,186,600,1,3
0.55LKM-800L,186,800,1,1
0.42LKM-600L,187,600,1,4
0.55LKM-800L,187,800,1,5
0.42LKM-600L,188,600,1,1
0.55LKM-800L,188,800,1,5
0.42LKM-600L,189,600,1,7
0.55LKM-800L,189,800,1,4
0.42LKM-600L,19,600,1,3
0.55LKM-800L,19,800,1,4
0.42LKM-600L,190,600,1,5
0.55LKM-800L,190,800,1,5
0.42LKM-600L,191,600,1,1
0.55LKM-800L,191,800,1,3
0.42LKM-600L,192,600,1,16
0.55LKM-800L,192,800,1,1
0.42LKM-600L,193,600,1,4
0.55LKM-800L,193,800,1,4
