COD_NODE1,COD_NODE2,COD_PATH,pDistance,PathLength
GEN-970,970,1,0.0,3069.759
970,OWN-970,1,0.0,3069.759
OWN-970,7750,1,0.706,3069.759
7750,1029,1,3.37,3069.759
1029,A320,1,0.0784999999999991,3069.759
A320,7256,1,0.862500000000001,3069.759
7256,A205,1,2.7805,3069.759
A205,965,1,0.3355,3069.759
965,OWN-965,1,0.0,3069.759
OWN-965,965-1,1,0.0,3069.759
965-1,OWN-965-1,1,0.0,3069.759
OWN-965-1,A205-1,1,1.0679999999999599,3069.759
A205-1,964,1,0.361500000000026,3069.759
964,A388,1,0.47399999999996506,3069.759
A388,A392,1,0.9145000000000191,3069.759
A392,2266,1,1.29250000000002,3069.759
2266,2210,1,0.28549999999998604,3069.759
2210,A005,1,6.56600000000003,3069.759
A005,7903,1,0.591499999999989,3069.759
7903,A107,1,1.35049999999998,3069.759
A107,5782,1,1.4175,3069.759
5782,9569,1,0.382499999999986,3069.759
9569,2260,1,3.1605000000000603,3069.759
2260,767,1,1.6759999999999198,3069.759
767,A117,1,0.0340000000000309,3069.759
A117,5567,1,1.4210854715202e-14,3069.759
5567,2404,1,0.847500000000011,3069.759
2404,817,1,0.0429999999999424,3069.759
817,966,1,0.73550000000008,3069.759
966,920,1,2.74149999999996,3069.759
920,3510,1,0.23049999999996698,3069.759
3510,OWN-3510,1,0.0,3069.759
OWN-3510,7202,1,0.154500000000038,3069.759
7202,A399,1,4.18149999999996,3069.759
A399,8491,1,0.5125000000000239,3069.759
8491,A157,1,1.3560000000000398,3069.759
A157,6951,1,0.31449999999994205,3069.759
6951,810,1,0.7395000000000559,3069.759
810,2216,1,2.48,3069.759
2216,A426,1,0.191499999999934,3069.759
A426,5720,1,5.117,3069.759
5720,7678,1,0.659000000000049,3069.759
7678,2806,1,5.35449999999999,3069.759
2806,2246,1,2.29200000000001,3069.759
2246,A150,1,0.676000000000009,3069.759
A150,B767,1,54.812,3069.759
B767,7735,1,2.60000000000001,3069.759
7735,B907,1,29.921999999999997,3069.759
B907,2330,1,24.441999999999997,3069.759
2330,2328,1,0.8260000000000219,3069.759
2328,A520,1,96.0565,3069.759
A520,7667,1,291.0275,3069.759
7667,OWN-7667,1,0.0,3069.759
OWN-7667,7667-1,1,0.0,3069.759
7667-1,OWN-7667-1,1,0.0,3069.759
OWN-7667-1,F166,1,0.19049999999996398,3069.759
F166,7726,1,78.5665,3069.759
7726,8528,1,0.0,3069.759
8528,OWN-8528,1,0.0,3069.759
OWN-8528,7694,1,0.0109999999999815,3069.759
7694,F629,1,84.625,3069.759
F629,3289,1,1.1540000000000001,3069.759
3289,3058,1,51.04,3069.759
3058,F269,1,10.116,3069.759
F269,X101,1,74.9755,3069.759
X101,3061,1,0.661500000000046,3069.759
3061,F252,1,1.82349999999997,3069.759
F252,F305,1,0.441000000000031,3069.759
F305,G790,1,10.227,3069.759
G790,F258,1,20.550499999999897,3069.759
F258,F327,1,0.0785000000000764,3069.759
F327,7746,1,0.247999999999934,3069.759
7746,F349,1,0.61650000000003,3069.759
F349,F255,1,37.523,3069.759
F255,X158,1,5.552000000000019,3069.759
X158,X082,1,0.326999999999998,3069.759
X082,F256,1,1.20550000000003,3069.759
F256,F272,1,5.83050000000003,3069.759
F272,7010,1,1.69599999999991,3069.759
7010,7020,1,0.8170000000000072,3069.759
7020,F311,1,4.009000000000009,3069.759
F311,5846,1,0.689999999999998,3069.759
5846,F635,1,0.9660000000000079,3069.759
F635,G861,1,2.65850000000006,3069.759
G861,G347,1,0.0989999999999327,3069.759
G347,G949,1,0.6655000000000649,3069.759
G949,H928,1,2.8895,3069.759
H928,3682,1,1.94049999999993,3069.759
3682,F325,1,1.8175,3069.759
F325,G350,1,2.37450000000001,3069.759
G350,3253,1,0.0779999999999745,3069.759
3253,F322,1,0.102000000000032,3069.759
F322,G353,1,4.1360000000000205,3069.759
G353,3222,1,3.5199999999999796,3069.759
3222,F042,1,1.4740000000000502,3069.759
F042,F257,1,0.0,3069.759
F257,3226,1,3.15799999999996,3069.759
3226,F025,1,1.0490000000000401,3069.759
F025,5987,1,0.947999999999979,3069.759
5987,3275,1,1.2509999999999801,3069.759
3275,F288,1,0.252499999999998,3069.759
F288,F071,1,0.257000000000005,3069.759
F071,98,1,0.321000000000026,3069.759
98,F321,1,2.39099999999996,3069.759
F321,574,1,0.8700000000000051,3069.759
574,559,1,2.12700000000001,3069.759
559,F506,1,1.28100000000001,3069.759
F506,F309,1,0.760499999999979,3069.759
F309,82,1,0.827499999999986,3069.759
82,3754,1,0.744000000000028,3069.759
3754,F497,1,0.9685000000000059,3069.759
F497,3931,1,0.841499999999996,3069.759
3931,F488,1,0.330500000000029,3069.759
F488,274,1,0.0399999999999636,3069.759
274,OWN-274,1,0.0,3069.759
OWN-274,274-1,1,0.0,3069.759
274-1,OWN-274-1,1,0.0,3069.759
OWN-274-1,3931-1,1,0.453500000000006,3069.759
3931-1,F497-1,1,0.700499999999994,3069.759
F497-1,3754-1,1,0.961999999999998,3069.759
3754-1,82-1,1,0.817999999999985,3069.759
82-1,F309-1,1,0.8665,3069.759
F309-1,F506-1,1,0.6475000000000369,3069.759
F506-1,559-1,1,1.3645,3069.759
559-1,574-1,1,2.11299999999997,3069.759
574-1,F321-1,1,0.875000000000016,3069.759
F321-1,F071-1,1,2.7040000000000095,3069.759
F071-1,3275-1,1,0.0924999999999834,3069.759
3275-1,F288-1,1,0.0854999999999784,3069.759
F288-1,98-1,1,0.0880000000000116,3069.759
98-1,5987-1,1,1.505,3069.759
5987-1,F025-1,1,0.997999999999996,3069.759
F025-1,3226-1,1,1.03950000000003,3069.759
3226-1,F042-1,1,2.85449999999998,3069.759
F042-1,F257-1,1,0.0,3069.759
F257-1,3222-1,1,1.26250000000001,3069.759
3222-1,G353-1,1,3.075,3069.759
G353-1,F322-1,1,5.0835,3069.759
F322-1,G350-1,1,0.130500000000026,3069.759
G350-1,3253-1,1,0.0630000000000024,3069.759
3253-1,F325-1,1,2.26299999999998,3069.759
F325-1,3682-1,1,2.40700000000002,3069.759
3682-1,H928-1,1,1.29499999999999,3069.759
H928-1,G949-1,1,2.9964999999999797,3069.759
G949-1,G347-1,1,0.5810000000000171,3069.759
G347-1,G861-1,1,0.41949999999999205,3069.759
G861-1,F635-1,1,2.241,3069.759
F635-1,F311-1,1,0.761499999999998,3069.759
F311-1,5846-1,1,0.689999999999998,3069.759
5846-1,7010-1,1,4.005,3069.759
7010-1,7020-1,1,0.8169999999999928,3069.759
7020-1,F272-1,1,2.3890000000000198,3069.759
F272-1,F256-1,1,5.6065,3069.759
F256-1,X082-1,1,1.07749999999997,3069.759
X082-1,X158-1,1,0.323000000000022,3069.759
X158-1,F255-1,1,6.2814999999999905,3069.759
F255-1,F349-1,1,36.688,3069.759
F349-1,7746-1,1,0.710999999999999,3069.759
7746-1,F258-1,1,0.609999999999999,3069.759
F258-1,F327-1,1,0.0430000000000064,3069.759
F327-1,G790-1,1,20.285999999999998,3069.759
G790-1,F305-1,1,10.1765,3069.759
F305-1,F252-1,1,0.42999999999997796,3069.759
F252-1,3061-1,1,1.9460000000000302,3069.759
3061-1,X101-1,1,0.5524999999999809,3069.759
X101-1,F269-1,1,74.9015,3069.759
F269-1,3058-1,1,10.1115,3069.759
3058-1,3289-1,1,50.472,3069.759
3289-1,F629-1,1,1.09199999999998,3069.759
F629-1,8589,1,19.354,3069.759
8589,F050,1,16.714000000000002,3069.759
F050,OWN-F050,1,0.0,3069.759
OWN-F050,F050-1,1,0.0,3069.759
F050-1,OWN-F050-1,1,0.0,3069.759
OWN-F050-1,1221,1,224.3575,3069.759
1221,A511,1,52.9335,3069.759
A511,B933,1,7.2355,3069.759
B933,983,1,0.538999999999987,3069.759
983,1837,1,0.170999999999992,3069.759
1837,A550,1,104.9275,3069.759
A550,1303,1,0.545500000000004,3069.759
1303,1300,1,1.70499999999998,3069.759
1300,2330-1,1,113.0975,3069.759
2330-1,2328-1,1,0.872000000000014,3069.759
2328-1,B907-1,1,25.139,3069.759
B907-1,7735-1,1,29.8644999999999,3069.759
7735-1,B767-1,1,2.37650000000008,3069.759
B767-1,A150-1,1,55.089499999999894,3069.759
A150-1,2246-1,1,0.456500000000005,3069.759
2246-1,2806-1,1,2.98350000000005,3069.759
2806-1,5720-1,1,5.2645,3069.759
5720-1,7678-1,1,0.24800000000004702,3069.759
7678-1,A426-1,1,5.12249999999995,3069.759
A426-1,2216-1,1,0.21450000000004396,3069.759
2216-1,810-1,1,2.29599999999994,3069.759
810-1,A157-1,1,0.7635000000000219,3069.759
A157-1,6951-1,1,0.34900000000004605,3069.759
6951-1,8491-1,1,1.27499999999986,3069.759
8491-1,A399-1,1,0.670000000000073,3069.759
A399-1,7202-1,1,3.755,3069.759
7202-1,3510-1,1,0.45600000000001706,3069.759
3510-1,OWN-3510-1,1,0.0,3069.759
OWN-3510-1,920-1,1,0.23399999999992396,3069.759
920-1,966-1,1,2.9329999999999905,3069.759
966-1,2404-1,1,0.0295000000000982,3069.759
2404-1,817-1,1,0.17849999999998498,3069.759
817-1,767-1,1,0.971000000000004,3069.759
767-1,5567-1,1,0.20100000000002202,3069.759
5567-1,A117-1,1,0.0,3069.759
A117-1,827,1,3.5579999999999905,3069.759
827,5782-1,1,1.1240000000000199,3069.759
5782-1,A107-1,1,1.3809999999999698,3069.759
A107-1,9499,1,2.05650000000003,3069.759
9499,2277,1,3.89049999999997,3069.759
2277,9518,1,0.516499999999951,3069.759
9518,A400,1,1.62200000000007,3069.759
