COD_VEHICLE,COD_PATH,Start Inventory,Target Inventory,pQuantityVehicles
0.42LKM-600L,1,600,1,15
0.55LKM-800L,1,800,1,9
0.42LKM-600L,10,600,1,11
0.55LKM-800L,10,800,1,14
0.42LKM-600L,2,600,1,15
0.55LKM-800L,2,800,1,9
0.42LKM-600L,3,600,1,3
0.55LKM-800L,3,800,1,6
0.42LKM-600L,4,600,1,6
0.55LKM-800L,4,800,1,1
0.42LKM-600L,5,600,1,4
0.55LKM-800L,5,800,1,3
0.42LKM-600L,6,600,1,2
0.55LKM-800L,6,800,1,10
0.42LKM-600L,7,600,1,1
0.55LKM-800L,7,800,1,5
0.42LKM-600L,8,600,1,5
0.55LKM-800L,8,800,1,11
0.42LKM-600L,9,600,1,2
0.55LKM-800L,9,800,1,2
